mediaid,caption,likes,comments,related_player_id
1073854180652142592,"RT @nbagleague: Don't get in #2WayPlayer Kostas Antetokounmpo's (@Kostas_ante13) way 📈🇬🇷

@DaytonMBB ↗️ @TexasLegends ↔️ @dallasmavs https:…",0,37,279776304
1073852558307966977,"RT @MarkStewartMJS: We know what @Giannis_An34 can do. Check out his younger brother getting buckets ... Watch Dominican's Alex Antetokounm…",0,23,279776304
1073848653851357184,"RT @TexasLegends: #2Way magic at work. @_dmacon4 ↗️ @Kostas_ante13 

oh, and that was Daryl's 12th dime of the night. https://t.co/JUOXFJED…",0,20,279776304
1073290922027311104,"AntetokounBrosTV is finally here! https://t.co/mv00NpC74L  Subscribe and stay tuned for funny videos of me and fami… https://t.co/n62Q9GSqXJ",582,94,279776304
1073245926322507777,"RT @Thanasis_ante43: https://t.co/nPifPoXRR2  :) https://t.co/nPifPoXRR2",0,29,279776304
1072371136695017473,"RT @TexasLegends: A career-high night for the #YOUNGFREAK! He puts up his best scoring effort yet with 21 points. He adds 9 rebounds, 2 ste…",0,23,279776304
1070832501864706049,"RT @TexasLegends: Teamwork makes what dreams are made of... @Kostas_ante13 JAMS. 😤

#TOGETHER https://t.co/X6u3tdemvg",0,12,279776304
1070832358465650688,"RT @TexasLegends: .@Kostas_ante13 goes Space Jame MJ for the put back 👀😤💪 https://t.co/UJdsnRad9i",0,43,279776304
1069817236217581569,"RT @TexasLegends: OOP THERE IT IS! 

@ShowtimeMr1 ↗️ @Kostas_ante13 https://t.co/M9XBAgCxLn",0,15,279776304
1069057103250239488,"RT @TheRSN: Slick pass from Alex Antetokounmpo! (@Alex_ante29)

@DominicanHS @ChiEliteClassic https://t.co/CFef2O4oi9",0,13,279776304
1069057052998320130,"RT @TheRSN: Alex Antetokounmpo with a beautiful move for 2. #ChicagoEliteClassic 

@Alex_ante29 
@DominicanHS 

@ChiEliteClassic https://t.…",0,14,279776304
1068310773821259776,"@Katie_George05 @LSFnJ 👏🏾👀",139,7,279776304
1066565187447242752,"RT @TexasLegends: .@Kostas_ante13 had a block party and all of Frisco was invited! 

🎥 of his 6⃣ block night: https://t.co/t0nuGJuI2Z",0,24,279776304
1066209253285904385,"RT @espn: .@Giannis_An34 gives great hugs 😂 https://t.co/uUcDjTFzdX",0,670,279776304
1066207852367413249,"RT @TexasLegends: Spent our Thanksgiving morning puttin’ in the W😤RK. 

#TOGETHER https://t.co/7FgUaHXgNS",0,10,279776304
1064325451013869568,"RT @TexasLegends: 💪ength advantage, @Kostas_ante13.

16 PTS | 8 REB | 1 AST | 1 STL | 2 BLK

Highlights vs Iowa: https://t.co/Feva94cmZS",0,20,279776304
1063689864946900992,"RT @TexasLegends: Kostas with the mostest.

14 PTS | 7 REB | 3 AST | 2 BLK

@Kostas_ante13 🎥⬇️ https://t.co/Rbo967T74G",0,42,279776304
1063689769601896448,"RT @TexasLegends: Dunks are @Kostas_ante13's JAM. 😤 https://t.co/UZBVYE9jeC",0,47,279776304
1062952630937366528,https://t.co/VpCKV44X0Z,8690,2246,279776304
1062212814373298176,"I forgot how good Roscoe’s Chicken &amp; Waffles is! Help me get the franchise to open a restaurant in Milwaukee! @RoscoesLA",9264,1017,279776304
1061003742361731073,"RT @EuroLeague: Well...

@Thanasis_ante43 went OFF in that quarter! https://t.co/n3fJUkhnyZ",0,100,279776304
1061002710323933184,"RT @EuroLeague: A trailing @Thanasis_ante43 with the HUGE put back slam! 😤

#7DAYSMagicMoment https://t.co/w3BToQ2gDC",0,286,279776304
1060079687781601280,"RT @TexasLegends: Clear the runway, #YOUNGFREAK coming thru 😤✈️ https://t.co/4fPtVtRt7C",0,52,279776304
1058934696833355776,"RT @JoeGibbsRacing: Sweet @NBA2K ride, @CBellRacing! https://t.co/d8Vqqfwi6j",0,148,279776304
1058934658086457344,"RT @XfinityRacing: So ready.

#XfinitySeries | #NASCARPlayoffs https://t.co/iBdsh46Kbx",0,57,279776304
1058568367999803392,"RT @EuroLeague: That is one way to get on the board @Thanasis_ante43!

#7DAYSMagicMoment https://t.co/7uUmpB2uvE",0,41,279776304
1057114292582006784,"RT @TexasLegends: Media day’s here, game faces on. 

#TOGETHER https://t.co/IdRcynh1f7",0,48,279776304
1056642476151369733,"Much respect @BarackObama! Next time you’re in town come catch a Bucks game! 🙏🏽🙏🏽#StayFreaky",10380,950,279776304
1055348470536695813,"RT @Alex_ante29: Counting Down Until the Season⏳ https://t.co/4BZTwXZEko",0,92,279776304
1052035383607865344,"RT @nbagleague: Rookie #2WayPlayer @Kostas_ante13 was able to start his career with a strong #NBAPreseason, including several JAMS and SWAT…",0,108,279776304
1048342073517256705,"RT @Kostas_ante13: In China,  it is said that “eat gold soup noodle, then get gold medal”. Tomorrow, if I eat 9 in one meal, maybe I can ge…",0,140,279776304
1047948920314368000,"RT @NBA: 🕺🏻🕺🏻

@jalenbrunson1 &amp; @Kostas_ante13 break it down at #NBAChinaGames Fan Day! https://t.co/9psujyJ6BA",0,230,279776304
1046241668683493378,"RT @it_leclerc: @Kostas_ante13 following the steeps of his brother @Giannis_An34 . New greek freak https://t.co/ewGF3pCSnF",0,6,279776304
1046236127018057728,"RT @NBA: Rook to rook!

Jalen Brunson fires it to Kostas Antetokounmpo for the slam!

#NBARooks #NBAPreseason https://t.co/6x21gO0xwm",0,362,279776304
1046236061368811522,"RT @BleacherReport: 🗣 DON'T JUMP WITH A GREEK FREAK

Kostas Antetokounmpo caught a body https://t.co/9pGVj69KpS",0,5292,279776304
1044762430411350017,"RT @FOXSportsSW: All-Access: @dallasmavs' Media Day from @Kostas_ante13's perspective

@TexasLegends | #MFFL | #TogetherWithTheMavs https:/…",0,58,279776304
1044312191632101376,"RT @EuroLeague: Hanging out with @Thanasis_ante43 - “What are your expectations for this season?” ⤵️ https://t.co/0H9iKhDCAs",0,22,279776304
1043373963139850240,"RT @mariahdanae15: PSA: @jtimberlake is by far the greatest artist/performer that I have ever seen!! And to top it off he’s an amazing pers…",0,15,279776304
1043233334644629505,"RT @NBA: Dallas rook, Kostas Antetokounmpo!

@dallasmavs #NBAMediaDay https://t.co/VGMykjJcOH",0,534,279776304
1042938958756433922,"RT @SInow: brother move 😂

(via @kostas_ante13, @Giannis_An34) https://t.co/wyH4rU0m8d",0,309,279776304
1042225124995473408,"RT @FIBAWC: .@Thanasis_ante43 was born a hustler 🚫! #FIBAWC #ThisIsMyHouse

@HellenicBF 🇬🇷

📺 https://t.co/yB4gFvW05u 
📲 https://t.co/6BBBf…",0,36,279776304
1041468505349128193,"RT @FIBAWC: In case you didn't get the memo 💯! #FIBAWC #ThisIsMyHouse

@HellenicBF @Thanasis_ante43 @Giannis_An34  

📺 https://t.co/yB4gFvW…",0,48,279776304
1040017141846757381,"I got you Alex💪🏾 https://t.co/6XOwjwrAwG",650,18,279776304
1039709233309253632,"RT @TCL_USA: We're excited to play the new #NBA2K19 as the cover athlete @Giannis_An34! 🦌 What team will you be playing with? 🏀 https://t.c…",0,26,279776304
1039643317535993857,"RT @kobebryant: #NBA2K19 is here, get yourself a copy of the Standard Edition feat. @Giannis_An34 today https://t.co/ScTGMJMRiB https://t.c…",0,1310,279776304
1039606695666769920,"It’s FINALLY here! 🎮 Thanks again to @NBA2K for making me the cover athlete! #StayFreaky https://t.co/0w7nAbZvUM",9666,1205,279776304
1039335783428222976,"RT @NBA2K: Who's ready to throw down with @Giannis_An34? #NBA2K19 Standard Edition is comin tomorrow 👀 https://t.co/ohGVU5R6Z4",0,829,279776304
1038277312305881089,"Congrats on the Hall of Fame coach! It is well deserved! It was an honor learning from a HOF! @RealJasonKidd https://t.co/i74G9LVMJJ",5846,385,279776304
1037878308749209601,"Year 3... To Year 4... To Year 5... You don’t want to see year 6.. What an unbelievable journey! Keep working hard… https://t.co/PfSTAjGVTz",2937,271,279776304
1036420051392450560,"Jump on my trend young fella 😉😉 https://t.co/FP9jdmNw1y",1094,54,279776304
1034817408639361025,"RT @EuroLeague: 43 Days! https://t.co/gfJhdfLrlA",0,68,279776304
1034144020195364864,"My little brother @Kostas_ante13 and one of the best Vet i ever had @jasonterry31 https://t.co/LmRiauOb8C",3218,240,279776304
1033127889359855616,"RT @mariahdanae15: “No matter how hard you try, you can never please everyone. Follow your heart, make the most of every day, and be proud…",0,84,279776304
1032482407092375553,"Thank you @WISportsAwards for the amazing awards. I’m truly honored to represent Milwaukee and Wisconsin, and play… https://t.co/aENcqnvvyk",2403,210,279776304
1031581199116980229,"Man I love this game! 🏀🏀 https://t.co/PeE1sIow3h",1475,258,279776304
1031264801945735168,"RT @DraftExpress: Giannis' 16 year old brother Alex Antetokounmpo measured 6'5 barefoot with a ridiculous 7'2 wingspan at the Basketball Wi…",0,220,279776304
1031248886692765705,"It was great working out and catching up with my guy Juice today. He looks good! #OJMayo",4621,470,279776304
1030986482734047235,"RT @Eurohoopsnet: .@Alex_ante29 was part of the #BWBEurope and talked to Eurohoops about his experience, his brothers @Giannis_An34 and his…",0,21,279776304
1030928975663706112,"RT @Thanasis_ante43: Because brothers don't let each other wander in the dark alone... https://t.co/fkr4P9fpFD",0,321,279776304
1030928766061735936,"We’ll miss you @tellyhughes working with you was fun!!  I wish you the best moving forward. 💪🏾💪🏾",2306,135,279776304
1030579013750845442,"Thank you for the beautiful jersey!! 🇳🇬 @thenff https://t.co/mdiwlQgWOr",10066,1107,279776304
1030106784822902786,"RT @Mike_Schmitz: Up close look at 16-year-old Alex Antetokounmpo’s shooting mechanics. The 6-6 wing is the youngest of the Antetokounmpo b…",0,242,279776304
1029755385782120449,"RT @Ballislife: You do not want to piss off this mom! https://t.co/KDvDziKraw",0,279,279776304
1028741359652536320,"RT @Bucks: Καλή τύχη Στέφανε Τσιτσιπά στον αποψινό τελικό του Rogers Cup - ΚΑΕ Ελαφιακός https://t.co/WEa3BpPgrv",0,466,279776304
1028721565045874697,"RT @Thanasis_ante43: Δεν εδώ πει τίποτα τόσο καιρό για να μην το γρουσουζέψω.Αλλα σήμερα ήρθε η ώρα @StefTsitsipas πάμε!",0,138,279776304
1027796033294815234,"RT @TCL_USA: TCL's #PowerfulPerformance video, featuring @Giannis_An34 is now available on TCL's 4k HDR TVs in the most powerful HDR video…",0,22,279776304
1026723295842971648,"RT @mariahdanae15: “Once upon a time you were a little girl with big dreams that you promised you’d make real one day. Don’t disappoint you…",0,59,279776304
1026184443176906754,"RT @mariahdanae15: Three sisters • Three journeys •  Three attitudes • Three smiles • ONE unbreakable bond 💛 I will love you through it all…",0,6,279776304
1024722109619220482,"Lebron James has always been a role model on the court, but what he is doing off the court is unbelievable! We see… https://t.co/MRAUIoXXO0",31876,5341,279776304
1024299509059383296,"I will DM the winners Soon!",441,13,279776304
1024299190820773888,"Winners‼️ https://t.co/IN7XXXnZ6w",876,78,279776304
1024299131794276358,"WINNERS‼️ https://t.co/kptcUYgoNC",1790,159,279776304
1024298935492521984,"5 WINNERS‼️                                            Thank you again for everybody who submitted, all of the artw… https://t.co/xBRH7FMnYU",366,9,279776304
1023988809204224000,"RT @NBA2K: Our Standard Edition Cover athlete @Giannis_An34 tried to be humble when he found out his #NBA2K19 rating 😂 https://t.co/oWdhcPA…",0,711,279776304
1023987963506634752,"RT @NBA2K: 9⃣4⃣ Is @giannis_an34 now the best player in the East? #NBA2K19 https://t.co/Me5NQ5F0Zt",0,2176,279776304
1023852490452807680,"I was watching YouTube videos of Ronaldo, Messi and Mbappe when they were 19 and I’ve become a @KMbappe fan! 🇫🇷💪🏾",11226,2513,279776304
1023216929744605184,"Don’t worry we didn’t forget! It has been tough choosing one great graphic, so we decided to choose 4 winners! Winn… https://t.co/7Miopp13bi",1398,55,279776304
1022827523154079744,"@matthewdelly @TAGHeuer @manofmanytastes GQ",540,14,279776304
1022447363804332032,"EXAMPLE‼️‼️ https://t.co/Y4WQC7shaT",5727,473,279776304
1022447074456084482,"ATTENTION all graphic designers and artistic/creative individuals‼️ The best mashup graphic using the following 4 p… https://t.co/CpSXuwFFhx",2441,368,279776304
1022259185566851072,"RT @Octagon: Congrats to clients @Giannis_An34 and @Aly_Raisman for making the B/R POWER 50 List, Bleacher Report’s inaugural list of the 5…",0,23,279776304
1022030934978310150,"RT @Giannis_An34: SOS: Σε αυτό το Link (https://t.co/Df0teiBIdo) που ανανεώνεται συνεχώς υπάρχουν φωτό και info με τους αγνοούμενους που αυ…",0,1239,279776304
1021739393877504000,"SOS: Σε αυτό το Link (https://t.co/Df0teiBIdo) που ανανεώνεται συνεχώς υπάρχουν φωτό και info με τους αγνοούμενους… https://t.co/A4p7PEYnGC",1939,1239,279776304
1021720232371646465,"Δεν υπάρχουν λόγια τεράστιο σοκ. Συλλυπητήρια στις οικογένειες των ανθρώπων που χάσαμε. Τεράστιος σεβασμός για αυτο… https://t.co/p9K5KYHooX",5070,1324,279776304
1021651211790032896,"RT @mariahdanae15: Adventures in Italy Day 4-5 w/@Giannis_An34 💛 - VENICE - gondola rides, good eats, and getting lost in the most beautifu…",0,8,279776304
1021154492115451904,"RT @bucksgiannis: It’s raining a bit here in Connecticut @Giannis_An34 https://t.co/ziMmp9YdVg",0,5,279776304
1021154374641508353,"RT @JohnsonAlex34: Gotta represent the boy @Giannis_An34 in the Caribbean https://t.co/16sZqk8AjU",0,9,279776304
1021152944933220353,"RT @knakattack: @Giannis_An34 my cousin representing on their trip to Norway! https://t.co/4eoLkAuQdg",0,4,279776304
1021152924867670017,"RT @AntOnice8: Hoping for a RT from the future goat 🐐@Giannis_An34 from zakynthos @Bucks🦌 #thegreekfreak 🇬🇷🇬🇷 https://t.co/AFumwhtaE7",0,10,279776304
1021152817384513536,"RT @levariokyler1: Reppin @Giannis_An34 from Texas!! @Bucks #GreekFreak #fearthedeer 🦌 https://t.co/nGoXtGnX99",0,4,279776304
1021152740377088007,"RT @JaredF247: @Giannis_An34 on a camel in the Israeli desert https://t.co/GLP2q1XQOM",0,4,279776304
1021152716037545984,"RT @DannyApplebaum: Repping the 🐐 himself @Giannis_An34 in San Diego, California. Go Bucks!!! 🦌🏀 https://t.co/2v72OJJ3rT",0,3,279776304
1021152661792542720,"RT @Cody_Ericksonn: Reppin @Giannis_An34 all the way out here in Arizona! https://t.co/xpCXY7vbOV",0,1,279776304
1021152622479314946,"RT @Johnz307: Ballin with my @Giannis_An34 jersey in Athens🇬🇷. Hoping for a retweet cuz he's a freak 💪 https://t.co/4EfaNjEyS6",0,19,279776304
1021152597787410436,"RT @ParisNalpas: Represent @Giannis_An34 @ Knossos Heraklion Crete, which is one of the oldest discovered ancient civilisations. #GreekFrea…",0,1,279776304
1021152561431293952,"RT @spiritualswords: My son repping @Giannis_An34 in Charlotte 🦌🏀 https://t.co/0HHa0EOoY6",0,13,279776304
1021152310926471168,"RT @nicklipe10: Όταν είχα πάει για διακοπές Νέα Υόρκη και Λος Άντζελες μόνο με αυτες κυκλοφορούσα!!! When I was for holidays in New York an…",0,5,279776304
1021152188725374976,"RT @PaulCasady: @Giannis_An34 we got you here in Kansas City, Missouri! https://t.co/6AVeYL45he",0,3,279776304
1021152160728395776,"RT @bucksfan34: @Giannis_An34 just showing the Bay area who's about to take over. https://t.co/JdDPjLwEgd",0,6,279776304
1021151958323941376,"RT @paul_willems15: Hey @Giannis_An34 how about a retweet for the best fan squad in the NBA, the Clutch Crew, repping the Greek Freak in th…",0,9,279776304
1021151843613921280,"RT @E_Willie4: Since all the Giannis love is spreading on Twitter here's a throwback to when I was repping the next 🐐 during the Finals in…",0,25,279776304
1021151693508145154,"RT @bentleyharb: Always reppin @Giannis_An34 in Texas🦌 https://t.co/mT0NNnuAMz",0,17,279776304
1021151634716491776,"RT @HarrisonFtw: somewhere in Vegas putting on for @Giannis_An34 https://t.co/GOHbd2u5HE",0,6,279776304
1021151621756129286,"RT @StayColdYT: Reppin giannis all the way in Australia!!! @Giannis_An34 https://t.co/QPT0epCQA9",0,6,279776304
1021117062427627520,"RT @nuno82placido: @Giannis_An34 @Bucks Hoping for a retweet. Repping the Greek Freak in Tróia, Portugal https://t.co/U36gWZePqr",0,12,279776304
1021117025593249793,"RT @Karol__Sliwa: Hey @Giannis_An34 Greetings from Åland, an archipelago between Sweden and Finland. Most probably you can't remember, but…",0,12,279776304
1021116972031979525,"RT @CarmelizedPig: @Giannis_An34 repping you in Tybee  Island - GA https://t.co/Luzj5fcdnx",0,9,279776304
1021116916742729728,"RT @XhiliFrenki: Reppin @Giannis_An34 from Albania🏀🇦🇱🇬🇷 https://t.co/k4S4jqBpHL",0,12,279776304
1021116811197276163,"RT @EmilyGamezKhail: Nothing better than wearing 34 in Colorado! @Giannis_An34 @Bucks https://t.co/qwORkdJRTk",0,12,279776304
1021116657090080773,"RT @Haygen_M: hoping for a retweet cus i’m reppin my guy @Giannis_An34 in missouri 🦌 @Bucks https://t.co/EjclbhdMDW",0,19,279776304
1021116634042429440,"RT @_adamhoefs: Repping @Giannis_An34 at his hometown court in Sepolia #Bucksin6 https://t.co/JlhNDLXumi",0,16,279776304
1021116613519650817,"RT @AbildlundM: Always repping My @Giannis_An34 in Copenhagen ❤️❤️🏀🏀 https://t.co/WdRT3ezJH2",0,6,279776304
1021115935808212992,"RT @dom_heit: @Giannis_An34 Canoeing in style 🙌 https://t.co/3YIEM5RrwH",0,9,279776304
1021115841839095808,"RT @ctogzzz: @triou1 @Giannis_An34  https://t.co/mrQZHXEUDc",0,4,279776304
1021115803863863297,"RT @KaliSals: Me and @Giannis_An34  are really enjoying Hawaii. We will definitely visit next year. https://t.co/wEqJRQtqTJ",0,1,279776304
1021115405115494401,"RT @Jonesy17FIFA: Repping giannis from Wales @Bucks @Giannis_An34 https://t.co/qYRsa1Q7Yf",0,5,279776304
1021038291854995456,"RT @lpdouglas2: Hoping for that retweet cuz yalready know I’m repppin @Giannis_An34 @Bucks here in Utah😛 https://t.co/oCqsvmmKkG",0,9,279776304
1021037508816142337,"RT @breckpackman: Ways reppin @Giannis_An34 in Colorado!! https://t.co/HJR9J0efbG",0,13,279776304
1021037490470367233,"RT @Bobybalboa34: @Giannis_An34 from Luxembourg wearing my favourite players jersey on the coast of Belgium #StayFreaky https://t.co/IO5VwR…",0,7,279776304
1021037459839356928,"RT @dimnte: @Giannis_An34 representing in Cape Town - South Africa. Hoping for a RT. https://t.co/rP9vjbq7S6",0,10,279776304
1021025969094778880,"RT @Harrymaz46: @Giannis_An34 from New Zealand wearing my favourite players jersey in Hong Kong! https://t.co/FQWvF5UJKx",0,10,279776304
1021025919404847106,"RT @jjlufc4: Hoping for a retweet @Giannis_An34 @Bucks repping your jersey in Crete 🏀🔥 https://t.co/biClouUaee",0,17,279776304
1021001006346391554,"RT @triou1: Hoping for a retweet @Giannis_An34  wearing the best NBA jersey in Naxos, Greece https://t.co/gKztWznDv7",0,58,279776304
1021000984934436864,"RT @Jonosigi: @Giannis_An34 takin your name around the world. Just missed you yesterday in Rome https://t.co/knQROlSpt7",0,14,279776304
1020949282633977857,"RT @iiiiaaaan: Hope to get a retweet too @Giannis_An34 and hope you remember me since its exactly been a year ago since I met you. Your big…",0,72,279776304
1020932629120651264,"RT @steve_sperl: reppin Giannis in the Bahamas @Giannis_An34 @Bucks #MKE #greekfreak https://t.co/7UjWVxQuGK",0,28,279776304
1020932564536758273,"RT @MrKent91: Repping #Giannis #Antetokounmpo in #Greece ⁦@Bucks⁩ https://t.co/Lo1H0R3Pxf",0,20,279776304
1020932445972156418,"RT @jschuette23: @Bucks @Giannis_An34 👌🏼reppin in LA! #fearthedeer https://t.co/aW2W8qQW7R",0,18,279776304
1020905029232885765,"RT @mariahdanae15: Adventures in Italy Day 2-3 w/@Giannis_An34 💛 - ROME, The Collosseum, The Vatican, Trevi Fountain and much much more! Th…",0,10,279776304
1020349072828493825,"Colosseum Rome Italy 🇮🇹 ✅ https://t.co/PRBpe9g7TM",548,17,279776304
1116808638117679104,"YOUR ENERGY WAS AMAZING.  YOU BROUGHT A DIFFERENT JOY TO THE WORLD. YOU BECAME A HERO BRO. I JUST HOPE TO ACCOMPLIS… https://t.co/gMLvuGl3H6",36473,7952,50811932
1116079498644996096,"Let’s get it ooon❗️ 🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀 Ya’ll know what time it is. https://t.co/0i85CleuBo",18729,3383,50811932
1115351198473830400,"Spots are filling fast! Register now for my Youth 🏀 @ProCamps in partnership with @Kroger &amp; presented by @Academy!… https://t.co/owIgAzMzwu",726,74,50811932
1111773757331435523,"🗣Tap in ladies 🔱🔱🔱🔱🔱🔱🔱🔱🔱🔱🔱 👏🏾👏🏾👏🏾👏🏾👏🏾 https://t.co/v5vAHkTnIn",2688,171,50811932
1110997500872347648,"@saucingsauce Why not",940,63,50811932
1110996780655828992,"Life wasn’t meant to live someone else’s.... We all have our own purpose.",29807,9971,50811932
1110995529805320192,"🔥🔥🔥🔥🔥 https://t.co/VcKuxTKCss",5211,713,50811932
1110995179060768773,"👀 https://t.co/anUWCUPidq",2319,192,50811932
1110995106331537411,"🤔🤔🤔 https://t.co/cbWsuShKjd",2192,226,50811932
1110994996021420034,"Hahahahahahaha 🤔 https://t.co/tXgRNom0ZF",5105,651,50811932
1110994890786115584,"👀 https://t.co/iPdDJNGDwj",3434,358,50811932
1110994749274624000,"yo @filiperaic these are dope! 👀👀👀👀👀 https://t.co/VsDkCTixRG",1912,181,50811932
1110992972953329665,"Well, who bracket haven’t busted yet ?🤷🏾‍♂️",3308,191,50811932
1109309593962856449,"I love to Hooop, period!",115366,22435,50811932
1108388593486217216,".@DrinkBODYARMOR ain’t playin around… Thanks @Gatorade, we’ll take it from here. #ObsessedWithBetter 🔥 https://t.co/LeomSFihKg",2142,248,50811932
1108215160043433984,"🗣 Dedication-Desire-Discipline ! https://t.co/7Hp9Bo2gTp",42929,9560,50811932
1107853029645172736,"ATL 📍 https://t.co/QhFMMGQP8m",15883,1176,50811932
1107851897275338757,"Congrats @swish41.... Legend 🙌🏾 https://t.co/k1xtLaz5au",17041,1739,50811932
1107734096040595463,"When you say your Bracket is  better than mine. 

Mood: https://t.co/TSMLKtBM4P",16348,1891,50811932
1107727404246683648,"@HayesJ95_14 @DrinkBODYARMOR And yours is better ?",14,0,50811932
1107727296834736128,"@GursevakSrah @DrinkBODYARMOR Who do you got ?? 👀",22,1,50811932
1107726976662552576,"@RSO87 @DrinkBODYARMOR 👀",25,2,50811932
1107726868176875520,"@BMon2x @DrinkBODYARMOR Place your pick",36,0,50811932
1107726782315315200,"@VanDollar15 @DrinkBODYARMOR I want all the smoke.",277,20,50811932
1107726667726897153,"@TalkinWithFresh @DrinkBODYARMOR You must know the future. What’s your picks??",40,1,50811932
1107698280945848321,"ALWAYS REPPIN 🔱🔱🔱🔱🔱 Don’t underestimate my sports drink or my picks 🔋🔋 Compete against me in the @DrinkBODYARMOR Br… https://t.co/4ynVDmsGvz",3863,608,50811932
1107503134119809026,"🗣Let’s get it!!!! @SunDevilHoops https://t.co/SpJPxK2QpN",3882,438,50811932
1106770411746934784,"Second of all, let’s go @SunDevilHoops ! 🔱🔱🔱🔱🔱🔱🔱🔱🔱🔱🔱🔱🔱🔱🔱🔱🔱🔱🔱🔱🔱🔱🔱🔱🔱🔱",4030,392,50811932
1106758336635113473,"First off, welcome back D-Douse! https://t.co/VI5WoAmJJo",15432,1943,50811932
1104145651556855809,"#ad  #ColePerez I talked with CP… we’re not gonna be inviting Clutch the Bear to game night anymore… nothing person… https://t.co/TGx0RLlFIF",1878,221,50811932
1103337292834443264,"The SIX .....🔒 https://t.co/tiPb6gZLSH",12516,1339,50811932
1102434992066621440,"Forks up baby! 🔱 https://t.co/1fBxkZ5jlA",5323,451,50811932
1099544380959047680,🤷🏾‍♂️,24967,3920,50811932
1097175354907770881,"#ad @CP3 I thought we were good… aren't you covered by @StateFarm anyway? https://t.co/JKOCVdcBow",3922,572,50811932
1096104338454470657,"Appreciate all the love and support from the fans and the organization. Hellooooo Charlotte🚀🚀🚀🚀🚀🚀🚀 https://t.co/tFtxkFbYnm",9953,721,50811932
1095803879042834432,"🔋🔋🔋🔋🔋 @DrinkBODYARMOR https://t.co/2yUo9I0toV",1914,192,50811932
1095476016246652930,"This is very accurate btw 😳 https://t.co/kDkHUrjXfD",5017,279,50811932
1095462860136820742,"Respect 💯 https://t.co/ChsrItTrgW",105687,13017,50811932
1094694343946977282,"🙌🏾 https://t.co/DlKo3mWBSd",38007,10607,50811932
1094666115312218112,"I see you @CP3 movin on up! 
Congrats Yung 1 on passing
 Mookie Blaylock for most steals. 👀👀👀   #Schwaaaag",8580,696,50811932
1094019547894611973,"That part! 🚀 let’s get to it. https://t.co/a1rRla2zL2",8102,1048,50811932
1093620181891465217,"Registration for my Youth 🏀 @ProCamps in partnership with @Kroger &amp; presented by @Academy is now open! Click 👇 for… https://t.co/NFJZQx9nTK",534,46,50811932
1092951837311987718,"AZ ❤️ https://t.co/UU4dB4S34s",20410,1832,50811932
1091038273080827911,"Game ready! 🔥🔥🔥🔥🔱 All day! https://t.co/euy0cdgsB7",6695,777,50811932
1090022107864547336,"Are you sticking to your New Year’s resolutions? Get inspired by my fitness favorites on https://t.co/rDUqvRGRXw… https://t.co/zy1Up3aFT0",847,57,50811932
1089989009357660171,"Weather looks fake it’s so nice out! 🤘🏾-Town",11326,1232,50811932
1088632938403692545,"Thank you to all the fans and coaches who voted for me to play in my 7th consecutive All-Star game.... Extremely humbling 🚀🤘🏾🚀🤘🏾🚀",42271,4009,50811932
1088500985427841024,"RT @MichaelGRubin: Our goal is simple - Get 1 million people out of the criminal justice system. After witnessing the injustices that took…",0,4908,50811932
1088491532234178572,"😳 @LILUZIVERT  💯 https://t.co/8NeEGIf7SM",19123,3807,50811932
1088467814317465600,"The movement continues.....Welcome @spidadmitchell to the @DrinkBODYARMOR fam! #schwwaaaag https://t.co/6k90ZMRH5v",3282,187,50811932
1088467091064307712,"Say it with me. 💦Splash Gordon!  @TheofficialEG10 https://t.co/38JriRgaek",12267,1546,50811932
1088456369311604736,"@chancebullard 😳🤔",638,30,50811932
1088321545334865921,"🙏🏾 also prayers up to @VicOladipo maaan. Safe and quick recovery",10001,1255,50811932
1088315417964277760,"MSG is something special.... 🙌🏾",40131,3930,50811932
1088302517849600000,"Thank you 🗽NYC for the love.... “The Mecca”❤️ #6️⃣1️⃣ https://t.co/01j0h1CM8U",24218,4236,50811932
1087910227519983616,"More hoops, food and some good 💤💤💤💤 ✌🏾",8847,1320,50811932
1087877338652688384,"Dragon Ball Super:Broly 
🤔 and 
Aquaman",17782,2532,50811932
1087853580638400514,"@CallMeGreat_ Not yet, I’ve heard it was ok",556,11,50811932
1087853120254816256,"What are some good new movies out right now ?",9475,493,50811932
1087842919976001536,"Hahahaha y’all quick with the comebacks",1257,73,50811932
1087842143459250179,"Pretty much ... https://t.co/J5Zqkbbkw4",2835,331,50811932
1087840431096979456,"Cold, not even the word for out here....",6884,1409,50811932
1087130044454133761,"Gaaaaaaaaaawwwddd that kick!",4731,464,50811932
1087129530018525184,😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳,11085,1081,50811932
1086876343504117761,"Great team win! We needed everyone tonight!  #RunasOne🚀",18851,2284,50811932
1082734002946097152,"Have you checked out my fitness favorites? I partnered with @Amazon to share my go-to workout products, check them… https://t.co/JHm40wN4nR",2723,290,50811932
1081302202176684034,"R.I.P @StuartScott. 
🗣GameChanger!",6368,750,50811932
1081301306369814529,"Great team win last night. We gon continue to #RunAsOne  🤘🏾 https://t.co/2xPrlEnyVA",20608,2851,50811932
1080236681150820352,"🎉Happy New Years everybody! I hope everyone had a special holidays but it’s back to the grind! #LeadByExample",9944,1160,50811932
1080236323049537536,"Putting 2018 behind me like... 🤣 https://t.co/EOECxdfi4x",11653,2842,50811932
